timestamp,room_id,device_id,type,seq,payload_json
2025-12-12 11:05:44,Room2,D001,SENSOR,92,"{""temp"":24,""humidity"":48}"
2025-12-12 11:05:45,Room2,D002,SENSOR,57,"{""temp"":24,""humidity"":46}"
2025-12-12 11:05:49,Room2,D001,SENSOR,93,"{""temp"":24,""humidity"":48}"
2025-12-12 11:05:50,Room2,D002,SENSOR,58,"{""temp"":24,""humidity"":46}"
2025-12-12 11:05:54,Room2,D001,SENSOR,94,"{""temp"":24,""humidity"":48}"
2025-12-12 11:05:55,Room2,D002,SENSOR,59,"{""temp"":23.9,""humidity"":46}"
2025-12-12 11:05:59,Room2,D001,SENSOR,95,"{""temp"":24,""humidity"":48}"
2025-12-12 11:06:00,Room2,D002,SENSOR,60,"{""temp"":23.9,""humidity"":46}"
2025-12-12 11:06:04,Room2,D001,SENSOR,96,"{""temp"":24,""humidity"":48}"
2025-12-12 11:06:05,Room2,D002,SENSOR,61,"{""temp"":23.9,""humidity"":46}"
2025-12-12 11:06:09,Room2,D001,SENSOR,97,"{""temp"":24,""humidity"":48}"
2025-12-12 11:06:10,Room2,D002,SENSOR,62,"{""temp"":24,""humidity"":46}"
2025-12-12 11:06:14,Room2,D001,SENSOR,98,"{""temp"":24,""humidity"":48}"
2025-12-12 11:06:15,Room2,D002,SENSOR,63,"{""temp"":24,""humidity"":46}"
2025-12-12 11:06:19,Room2,D001,SENSOR,99,"{""temp"":24,""humidity"":48}"
2025-12-12 11:06:20,Room2,D002,SENSOR,64,"{""temp"":23.9,""humidity"":46}"
2025-12-12 11:06:24,Room2,D001,SENSOR,100,"{""temp"":24,""humidity"":48}"
2025-12-12 11:06:25,Room2,D002,SENSOR,65,"{""temp"":24,""humidity"":46}"
2025-12-12 11:06:29,Room2,D001,SENSOR,101,"{""temp"":24,""humidity"":48}"
2025-12-12 11:06:30,Room2,D002,SENSOR,66,"{""temp"":24,""humidity"":46}"
2025-12-12 11:06:34,Room2,D001,SENSOR,102,"{""temp"":24,""humidity"":48}"
2025-12-12 11:06:35,Room2,D002,SENSOR,67,"{""temp"":23.9,""humidity"":46}"
2025-12-12 11:06:39,Room2,D001,SENSOR,103,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:06:40,Room2,D002,SENSOR,68,"{""temp"":24,""humidity"":46}"
2025-12-12 11:06:44,Room2,D001,SENSOR,104,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:06:45,Room2,D002,SENSOR,69,"{""temp"":24,""humidity"":46}"
2025-12-12 11:06:49,Room2,D001,SENSOR,105,"{""temp"":24,""humidity"":48}"
2025-12-12 11:06:50,Room2,D002,SENSOR,70,"{""temp"":24,""humidity"":46}"
2025-12-12 11:06:54,Room2,D001,SENSOR,106,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:06:55,Room2,D002,SENSOR,71,"{""temp"":24,""humidity"":46}"
2025-12-12 11:06:59,Room2,D001,SENSOR,107,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:07:00,Room2,D002,SENSOR,72,"{""temp"":24,""humidity"":46}"
2025-12-12 11:07:04,Room2,D001,SENSOR,108,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:07:05,Room2,D002,SENSOR,73,"{""temp"":24,""humidity"":46}"
2025-12-12 11:07:09,Room2,D001,SENSOR,109,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:07:10,Room2,D002,SENSOR,74,"{""temp"":24,""humidity"":46}"
2025-12-12 11:07:14,Room2,D001,SENSOR,110,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:07:15,Room2,D002,SENSOR,75,"{""temp"":24,""humidity"":46}"
2025-12-12 11:07:19,Room2,D001,SENSOR,111,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:07:20,Room2,D002,SENSOR,76,"{""temp"":24,""humidity"":46}"
2025-12-12 11:07:24,Room2,D001,SENSOR,112,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:07:25,Room2,D002,SENSOR,77,"{""temp"":24,""humidity"":46}"
2025-12-12 11:07:29,Room2,D001,SENSOR,113,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:07:30,Room2,D002,SENSOR,78,"{""temp"":24,""humidity"":46}"
2025-12-12 11:07:34,Room2,D001,SENSOR,114,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:07:35,Room2,D002,SENSOR,79,"{""temp"":24,""humidity"":46}"
2025-12-12 11:07:39,Room2,D001,SENSOR,115,"{""temp"":23.9,""humidity"":48}"
2025-12-12 11:07:40,Room2,D002,SENSOR,80,"{""temp"":24,""humidity"":46}"
